origin_h3,destination_h3,origin_lng,origin_lat,destination_lng,destination_lat,hour_of_day,is_rush_hour,day_of_week,is_weekend,is_holiday,haversine_distance_meters,baseline_distance_meters,traffic_level,is_raining,rain_level,weather_condition,baseline_eta_secs,actual_eta_secs,residual_secs
89415cb684bffff,89415cb4bc3ffff,105.8558,20.9732,105.814,21.0335,8,true,Mon,false,false,7986.6,11811.4,severe,false,none,cloudy,3334,4351,1017
89415cb4987ffff,89415cb684bffff,105.7991,21.0055,105.8558,20.9732,11,false,Tue,false,false,6895.6,10832.8,high,false,none,cloudy,1857,2264,407
894143682c3ffff,89415cb4e43ffff,105.7356,20.999,105.8522,21.0286,11,false,Sun,true,false,12542.6,18280.3,medium,false,none,cloudy,2119,1971,-148
89415cb4193ffff,89415cb684bffff,105.868,20.9946,105.8558,20.9732,19,true,Mon,false,false,2695.7,3559.7,medium,false,none,clear,432,997,565
8941436945bffff,89415cb46afffff,105.783,21.0167,105.9035,21.0109,8,true,Sat,true,false,12524.5,19463,high,false,none,clear,3138,3624,486
89414368657ffff,89415cb4cd7ffff,105.747,20.9881,105.846,20.998,6,false,Sun,true,false,10336.4,17992.5,high,false,none,clear,3614,3914,300
89415cb4e43ffff,89415cb4d47ffff,105.8522,21.0286,105.8175,21.0023,16,false,Sun,true,false,4639.5,5347.7,severe,false,none,clear,1750,2128,378
89415ca7123ffff,89415cb4e43ffff,105.8012,21.1188,105.8522,21.0286,6,false,Thu,false,false,11340.1,15424.3,medium,false,none,cloudy,1711,1659,-52
89414369647ffff,89415cb4e43ffff,105.7828,21.0367,105.8522,21.0286,14,false,Sat,true,false,7258.9,12418.1,high,false,none,fog,1912,2428,516
89415cb4e43ffff,89415ca640bffff,105.8522,21.0286,105.8127,21.0592,19,true,Wed,false,false,5327.4,9564.2,high,true,light,rain,1865,2702,837
89415cb5db3ffff,89415cb687bffff,105.851,21.0359,105.8467,20.9719,14,false,Sat,true,false,7130.5,12281.5,low,true,light,rain,902,994,92
89415cb4cd7ffff,89415cb4d47ffff,105.846,20.998,105.8175,21.0023,7,true,Tue,false,false,2997,3638.1,medium,false,none,clear,496,1026,530
89415cb4b0fffff,89415cb4193ffff,105.8037,21.0372,105.868,20.9946,7,true,Mon,false,false,8184.4,13573.9,high,false,none,clear,2650,3379,729
89415cb4e3bffff,89414368657ffff,105.8417,21.0247,105.747,20.9881,10,false,Thu,false,false,10639.5,16578.3,medium,false,none,clear,2150,2087,-63
89415cb684bffff,89414369647ffff,105.8558,20.9732,105.7818,21.0379,18,true,Wed,false,false,10524.5,17364.9,high,true,heavy,storm,3842,5031,1189
89415cb4cd7ffff,89415cb4e3bffff,105.846,20.998,105.8417,21.0247,13,false,Sun,true,false,3002.3,3320.9,low,false,none,clear,249,60,-189
89415cb4193ffff,89414369647ffff,105.868,20.9946,105.7828,21.0367,8,true,Thu,false,false,10006.2,16980.6,high,false,none,clear,2789,3329,540
89415cb5dc7ffff,89415cb687bffff,105.8598,21.0422,105.8467,20.9719,16,false,Fri,false,false,7934.4,8901.9,medium,false,none,clear,953,1035,82
89415ca640bffff,89415cb49afffff,105.8127,21.0592,105.7898,21.0093,9,false,Mon,false,false,6036.2,8123.2,high,false,none,cloudy,1583,1721,138
89415cb4a47ffff,89415cb4b97ffff,105.833,21.046,105.8067,21.0238,7,true,Sat,true,false,3680.2,4280.1,low,true,heavy,storm,388,1198,810
89415cb4ba3ffff,89414369617ffff,105.8005,21.0288,105.7787,21.0282,12,false,Sat,true,false,2263.6,2710.6,high,false,none,cloudy,646,982,336
89414368657ffff,89414369647ffff,105.747,20.9881,105.7818,21.0379,19,true,Thu,false,false,6611.5,8785,medium,false,none,fog,1005,1670,665
8941436945bffff,89415cb4193ffff,105.783,21.0167,105.868,20.9946,16,false,Sun,true,false,9159.3,10143.4,high,false,none,cloudy,2201,2462,261
89415cb4193ffff,89415cb4987ffff,105.868,20.9946,105.7991,21.0055,20,false,Tue,false,false,7254.4,8951.7,high,false,none,cloudy,2094,2264,170
89415cb4ba3ffff,89415cb4987ffff,105.8005,21.0288,105.7991,21.0055,12,false,Wed,false,false,2594.9,3151.5,severe,false,none,clear,1026,1934,908
89415cb4e3bffff,89415cb4a47ffff,105.8417,21.0247,105.833,21.046,18,true,Mon,false,false,2534.7,3438.3,severe,false,none,clear,1338,2734,1396
89415cb4987ffff,89415cb4b0fffff,105.7991,21.0055,105.8037,21.0372,18,true,Sat,true,false,3557.1,4355.9,severe,true,heavy,rain,1641,3427,1786
89415cb684bffff,89415ca640bffff,105.8558,20.9732,105.8127,21.0592,19,true,Thu,false,false,10557.5,15334.2,high,false,none,clear,3442,4569,1127
89415cb4d5bffff,89415cb5db3ffff,105.8249,21.0049,105.851,21.0359,14,false,Mon,false,false,4384.2,6002.1,high,true,light,rain,860,1362,502
89415cb4e43ffff,89415cb687bffff,105.8522,21.0286,105.8467,20.9719,19,true,Wed,false,true,6330.6,10124.6,medium,false,none,clear,1371,1549,178
8941436945bffff,89415cb4cd7ffff,105.783,21.0167,105.846,20.998,20,false,Fri,false,false,6862.3,11963.8,high,true,very_heavy,storm,2546,3795,1249
89414369617ffff,89415ca7123ffff,105.7787,21.0282,105.8012,21.1188,13,false,Thu,false,false,10341.2,13570.3,severe,false,none,clear,3412,3999,587
89415cb4193ffff,8941436945bffff,105.868,20.9946,105.783,21.0167,11,false,Wed,false,false,9159.3,10749,high,false,none,cloudy,1980,2484,504
89415cb4b0fffff,89415cb684bffff,105.8037,21.0372,105.8558,20.9732,8,true,Tue,false,false,8938.3,15292.9,high,true,heavy,storm,3025,4292,1267
89414369617ffff,89415cb4ba3ffff,105.7787,21.0282,105.8005,21.0288,7,true,Thu,false,false,2263.6,2810,high,false,none,clear,600,940,340
89414369617ffff,89414369647ffff,105.7787,21.0282,105.7828,21.0367,14,false,Sun,true,false,1036.5,1239.5,medium,true,light,rain,169,122,-47
89414369647ffff,8941436945bffff,105.7818,21.0379,105.783,21.0167,13,false,Thu,false,false,2360.6,2966.2,severe,false,none,cloudy,925,1377,452
89415cb4cd7ffff,89415cb4bc3ffff,105.846,20.998,105.814,21.0335,13,false,Fri,false,false,5159,8723.4,medium,false,none,clear,916,768,-148
89415cb4987ffff,89415cb46afffff,105.7991,21.0055,105.9035,21.0109,2,false,Thu,false,false,10853.7,12458.9,low,false,none,fog,1148,1204,56
89415cb4bc3ffff,89415cb4d47ffff,105.814,21.0335,105.8175,21.0023,15,false,Fri,false,false,3488.3,4472.1,low,false,none,clear,437,450,13
89414369647ffff,89415ca640bffff,105.7828,21.0367,105.8127,21.0592,7,true,Sun,true,true,3985.9,5463,severe,false,none,fog,1467,2318,851
89415cb49afffff,89415cb4d5bffff,105.7898,21.0093,105.8249,21.0049,17,true,Tue,false,false,3676.2,4041.2,high,false,none,cloudy,656,1675,1019
89415cb4cd7ffff,89415cb4e43ffff,105.846,20.998,105.8522,21.0286,9,false,Thu,false,false,3462.9,3866.8,medium,true,moderate,rain,466,825,359
89415cb4d5bffff,89415cb5dc7ffff,105.8249,21.0049,105.8598,21.0422,7,true,Sun,true,false,5506.7,8897.5,high,true,light,rain,1709,2521,812
89414368657ffff,89415cb49afffff,105.747,20.9881,105.7898,21.0093,16,false,Tue,false,true,5029.7,8624.4,low,false,none,cloudy,632,386,-246
894143682c3ffff,89415cb4b0fffff,105.7356,20.999,105.8037,21.0372,9,false,Fri,false,false,8246.6,11712.6,low,false,none,clear,972,957,-15
89414368657ffff,89415cb4b0fffff,105.747,20.9881,105.8037,21.0372,18,true,Sat,true,false,8027.9,13019.3,medium,false,none,clear,1322,1779,457
89415cb4d47ffff,89414369617ffff,105.8175,21.0023,105.7787,21.0282,10,false,Thu,false,false,4951.2,6067.3,medium,false,none,cloudy,710,784,74
894143682c3ffff,89415cb46afffff,105.7356,20.999,105.9035,21.0109,12,false,Sat,true,false,17479.2,25808.4,medium,true,moderate,rain,3605,3972,367
89415cb4987ffff,89415cb49afffff,105.7991,21.0055,105.7898,21.0093,18,true,Tue,false,false,1053.8,1177,severe,false,none,clear,315,1270,955
89415cb5dc7ffff,89415cb4bc3ffff,105.8598,21.0422,105.814,21.0335,15,false,Sat,true,true,4850.7,6578.1,medium,false,none,clear,683,991,308
89414369647ffff,89415cb4d47ffff,105.7818,21.0379,105.8175,21.0023,6,false,Sun,true,false,5422.2,7683.3,low,false,none,cloudy,709,839,130
89414368657ffff,89415ca640bffff,105.747,20.9881,105.8127,21.0592,7,true,Sat,true,true,10440.6,17975.6,medium,false,none,cloudy,2027,2446,419
89414369647ffff,89415cb4193ffff,105.7818,21.0379,105.868,20.9946,18,true,Tue,false,false,10160.6,16110.6,severe,false,none,cloudy,4119,5076,957
89415cb4e3bffff,89415cb4d47ffff,105.8417,21.0247,105.8175,21.0023,16,false,Sat,true,false,3537.5,4461.7,low,false,none,clear,346,60,-286
89415cb4bc3ffff,894143682c3ffff,105.814,21.0335,105.7356,20.999,19,true,Wed,false,true,8996.7,12584.5,medium,false,none,clear,1698,2027,329
89415cb4bc3ffff,89415cb4ba3ffff,105.814,21.0335,105.8005,21.0288,10,false,Sat,true,false,1495.4,1809.6,low,false,none,cloudy,139,139,0
89415cb4b0fffff,89415cb4a47ffff,105.8037,21.0372,105.833,21.046,12,false,Fri,false,false,3194.3,4261.9,medium,true,light,rain,516,661,145
89415cb4b97ffff,89414369647ffff,105.8067,21.0238,105.7818,21.0379,9,false,Mon,false,false,3022.7,3708.3,low,false,none,clear,265,120,-145
89414369617ffff,89415cb4e3bffff,105.7787,21.0282,105.8417,21.0247,18,true,Thu,false,false,6550.4,10764.8,high,false,none,clear,2077,2703,626
89414369647ffff,89415cb4e3bffff,105.7828,21.0367,105.8417,21.0247,21,false,Sat,true,false,6257,8921.5,high,false,none,cloudy,1666,2162,496
89415cb4b0fffff,89415cb4d5bffff,105.8037,21.0372,105.8249,21.0049,4,false,Wed,false,false,4212.1,4846,medium,false,none,clear,612,631,19
89415cb4b97ffff,89415cb4987ffff,105.8067,21.0238,105.7991,21.0055,12,false,Sun,true,false,2182.4,2687,medium,false,none,cloudy,342,482,140
89415cb4d47ffff,89415cb5db3ffff,105.8175,21.0023,105.851,21.0359,7,true,Mon,false,false,5103.9,8748.9,medium,false,none,clear,1163,1448,285
89415cb49afffff,89415cb4ba3ffff,105.7898,21.0093,105.8005,21.0288,7,true,Wed,false,false,2436.2,3050.2,high,false,none,clear,514,1115,601
89415cb4ba3ffff,8941436945bffff,105.8005,21.0288,105.783,21.0167,10,false,Tue,false,false,2260.4,2537,low,false,none,cloudy,195,60,-135
89415cb4d5bffff,89415cb4193ffff,105.8249,21.0049,105.868,20.9946,17,true,Sat,true,false,4618.5,6250.3,low,true,light,rain,543,887,344
89415cb4a47ffff,89415cb4e43ffff,105.833,21.046,105.8522,21.0286,13,false,Fri,false,false,2777.4,3703.3,low,false,none,clear,304,401,97
89415cb4987ffff,8941436945bffff,105.7991,21.0055,105.783,21.0167,13,false,Tue,false,false,2084.2,2469.9,low,false,none,fog,204,209,5
89415ca640bffff,89415ca7123ffff,105.8127,21.0592,105.8012,21.1188,7,true,Sat,true,false,6733.8,7438.5,high,false,none,fog,1095,1693,598
89414369647ffff,89415cb4bc3ffff,105.7818,21.0379,105.814,21.0335,15,false,Tue,false,false,3377.5,3685.1,medium,false,none,fog,456,282,-174
89415cb46afffff,8941436945bffff,105.9035,21.0109,105.783,21.0167,12,false,Sun,true,false,12524.5,15057.5,medium,false,none,cloudy,1871,1750,-121
89415cb5db3ffff,89415cb4ba3ffff,105.851,21.0359,105.8005,21.0288,8,true,Thu,false,false,5300.4,8553.9,medium,true,very_heavy,storm,1151,2714,1563
89415cb687bffff,89415cb5db3ffff,105.8467,20.9719,105.851,21.0359,16,false,Sun,true,false,7130.5,9075.5,medium,false,none,cloudy,1004,1142,138
894143682c3ffff,89415cb49afffff,105.7356,20.999,105.7898,21.0093,9,false,Wed,false,false,5741.7,7239.9,medium,false,none,clear,733,811,78
89414369617ffff,894143682c3ffff,105.7787,21.0282,105.7356,20.999,7,true,Thu,false,false,5527.8,6178.4,medium,false,none,clear,672,774,102
89415cb46afffff,89414369617ffff,105.9035,21.0109,105.7787,21.0282,8,true,Mon,false,false,13095.8,19915.2,medium,false,none,cloudy,2332,2467,135
89414369617ffff,89415cb5dc7ffff,105.7787,21.0282,105.8598,21.0422,7,true,Tue,false,false,8559.7,13180.3,high,true,moderate,rain,2464,3367,903
89415cb49afffff,89415cb4ba3ffff,105.7898,21.0093,105.8005,21.0288,8,true,Thu,false,false,2436.2,3028.2,medium,true,moderate,rain,339,669,330
89415cb4a47ffff,89415cb4d5bffff,105.833,21.046,105.8249,21.0049,9,false,Fri,false,false,4646.8,5607.2,medium,false,none,fog,670,805,135
89414369647ffff,89415cb4d47ffff,105.7818,21.0379,105.8175,21.0023,20,false,Mon,false,false,5422.2,9156,low,true,light,rain,854,1018,164
89414369617ffff,89415cb49afffff,105.7787,21.0282,105.7898,21.0093,6,false,Mon,false,false,2396.7,2997.4,low,false,none,clear,271,279,8
89415cb4d5bffff,89415cb4e43ffff,105.8249,21.0049,105.8522,21.0286,11,false,Sat,true,false,3869.7,5395.2,low,false,none,cloudy,401,340,-61
89415cb4bc3ffff,89415ca640bffff,105.814,21.0335,105.8127,21.0592,8,true,Mon,false,false,2860.9,3404.1,high,false,none,cloudy,582,1066,484
89415cb4987ffff,89415cb4e3bffff,105.7991,21.0055,105.8417,21.0247,20,false,Mon,false,false,4910.3,5923,high,false,none,clear,1234,1651,417
89415cb4193ffff,89414369617ffff,105.868,20.9946,105.7787,21.0282,7,true,Sat,true,false,9994.1,11393.3,medium,false,none,clear,1523,1786,263
89415cb684bffff,89414369617ffff,105.8558,20.9732,105.7787,21.0282,19,true,Sun,true,false,10072.8,12064.6,high,true,heavy,storm,2192,3124,932
89414368657ffff,89415cb4b0fffff,105.747,20.9881,105.8037,21.0372,10,false,Tue,false,false,8027.9,10276.2,medium,true,heavy,rain,1316,1958,642
894143682c3ffff,89415cb4d5bffff,105.7356,20.999,105.8249,21.0049,11,false,Mon,false,false,9293.2,15169.6,high,true,light,rain,2902,3422,520
89415cb4193ffff,89415cb4987ffff,105.868,20.9946,105.7991,21.0055,19,true,Sat,true,false,7254.4,8513.4,medium,false,none,cloudy,868,1150,282
894143682c3ffff,89414369647ffff,105.7356,20.999,105.7828,21.0367,19,true,Tue,false,false,6447.9,11567.8,high,true,light,rain,1705,2758,1053
89415cb4e43ffff,89415cb4b0fffff,105.8522,21.0286,105.8037,21.0372,6,false,Mon,false,false,5123.7,5639.2,high,true,moderate,rain,987,1755,768
89415ca640bffff,89415cb4bc3ffff,105.8127,21.0592,105.814,21.0335,17,true,Sat,true,false,2860.9,3492,high,true,light,rain,559,1657,1098
89415cb684bffff,89415cb4e43ffff,105.8558,20.9732,105.8522,21.0286,21,false,Sat,true,false,6171.5,10231.2,medium,false,none,clear,1247,1077,-170
8941436945bffff,89415cb4a47ffff,105.783,21.0167,105.833,21.046,22,false,Mon,false,false,6127.3,7817.6,medium,false,none,clear,807,946,139
89415ca7123ffff,89415cb4bc3ffff,105.8012,21.1188,105.814,21.0335,12,false,Wed,false,false,9577.5,10686,medium,false,none,clear,1386,1552,166
89415cb4987ffff,894143682c3ffff,105.7991,21.0055,105.7356,20.999,15,false,Wed,false,false,6631.3,7435.5,high,false,none,cloudy,1675,1783,108
89414368657ffff,89415cb684bffff,105.747,20.9881,105.8558,20.9732,7,true,Sat,true,false,11416.8,15701.6,severe,false,none,clear,6368,7527,1159
89415cb4d5bffff,89415cb4e43ffff,105.8249,21.0049,105.8522,21.0286,10,false,Tue,false,false,3869.7,5384.9,medium,false,none,clear,544,438,-106
894143682c3ffff,89415cb4e3bffff,105.7356,20.999,105.8417,21.0247,9,false,Tue,false,false,11378,18820.4,low,false,none,cloudy,1694,1661,-33
89415ca7123ffff,894143682c3ffff,105.8012,21.1188,105.7356,20.999,21,false,Wed,false,false,14959.6,19603.9,low,true,moderate,rain,1664,2015,351
89415cb4193ffff,89414369617ffff,105.868,20.9946,105.7787,21.0282,5,false,Wed,false,false,9994.1,17092.2,medium,false,none,clear,2015,2059,44
89415ca7123ffff,89415cb4cd7ffff,105.8012,21.1188,105.846,20.998,8,true,Mon,false,false,14214.1,21128.7,high,false,none,cloudy,3190,3976,786
89415cb4d5bffff,89415cb684bffff,105.8249,21.0049,105.8558,20.9732,10,false,Wed,false,false,4766.1,5632.2,high,false,none,clear,1215,1857,642
89415cb4ba3ffff,89415cb4d47ffff,105.8005,21.0288,105.8175,21.0023,18,true,Sat,true,false,3434.6,4518.5,high,true,very_heavy,rain,703,2008,1305
89415cb4193ffff,89415cb4e43ffff,105.868,20.9946,105.8522,21.0286,19,true,Tue,false,false,4121,4629.7,high,false,none,fog,997,2071,1074
89415cb4a47ffff,89415cb46afffff,105.833,21.046,105.9035,21.0109,8,true,Sat,true,false,8293,12340.1,low,false,none,clear,1041,1610,569
89415cb5dc7ffff,89414369647ffff,105.8598,21.0422,105.7818,21.0379,2,false,Tue,false,true,8109.1,11952.3,low,false,none,clear,1185,899,-286
89415cb4d47ffff,89415cb687bffff,105.8175,21.0023,105.8467,20.9719,18,true,Thu,false,false,4540.5,5119.2,medium,false,none,cloudy,651,1337,686
89415cb5dc7ffff,89415cb4b0fffff,105.8598,21.0422,105.8037,21.0372,7,true,Tue,false,false,5848.6,7187.7,high,false,none,cloudy,1210,2129,919
89415cb46afffff,89414368657ffff,105.9035,21.0109,105.747,20.9881,6,false,Thu,false,false,16442.9,20619.7,medium,false,none,clear,2756,2738,-18
89415ca640bffff,89415cb4d5bffff,105.8127,21.0592,105.8249,21.0049,11,false,Tue,false,false,6169.2,7567.4,low,false,none,clear,655,326,-329
89415cb4e43ffff,89414369647ffff,105.8522,21.0286,105.7828,21.0367,21,false,Mon,false,false,7258.9,10683.3,medium,false,none,cloudy,1070,959,-111
89415cb4bc3ffff,89415cb4e3bffff,105.814,21.0335,105.8417,21.0247,23,false,Sat,true,false,3036.9,3672.4,low,true,light,rain,306,368,62
89415cb4cd7ffff,89415cb46afffff,105.846,20.998,105.9035,21.0109,10,false,Sun,true,false,6138.8,7000.1,low,true,moderate,rain,515,840,325
8941436945bffff,89414369647ffff,105.783,21.0167,105.7828,21.0367,10,false,Sat,true,false,2224,2684.5,low,false,none,fog,209,78,-131
8941436945bffff,89415cb4ba3ffff,105.783,21.0167,105.8005,21.0288,14,false,Sat,true,false,2260.4,3079.5,high,false,none,clear,636,1098,462
89415cb4d5bffff,89415cb4987ffff,105.8249,21.0049,105.7991,21.0055,19,true,Mon,false,false,2679,3218.7,severe,true,heavy,storm,1235,2688,1453
89414369647ffff,89415cb4e43ffff,105.7828,21.0367,105.8522,21.0286,9,false,Sun,true,false,7258.9,8535.6,medium,false,none,clear,1119,1091,-28
89415cb4b97ffff,89415ca640bffff,105.8067,21.0238,105.8127,21.0592,22,false,Thu,false,false,3985.2,4924.4,low,true,light,rain,492,719,227
89415cb4e43ffff,89415cb5dc7ffff,105.8522,21.0286,105.8598,21.0422,17,true,Wed,false,false,1705.6,2193.3,low,false,none,clear,192,748,556
894143682c3ffff,89415cb4b97ffff,105.7356,20.999,105.8067,21.0238,6,false,Mon,false,false,7878.7,11819.3,low,false,none,cloudy,1174,977,-197
89414369647ffff,89415cb4e3bffff,105.7818,21.0379,105.8417,21.0247,18,true,Fri,false,false,6387.8,8460.4,medium,false,none,clear,921,1131,210
89415ca7123ffff,89415cb4cd7ffff,105.8012,21.1188,105.846,20.998,20,false,Sun,true,false,14214.1,20009.8,low,true,light,rain,1733,1657,-76
89414369647ffff,89415cb684bffff,105.7828,21.0367,105.8558,20.9732,19,true,Fri,false,false,10357.6,17828.6,severe,false,none,cloudy,7131,8012,881
89415cb4b97ffff,89415cb4d47ffff,105.8067,21.0238,105.8175,21.0023,10,false,Mon,false,false,2640.5,3592.1,medium,false,none,cloudy,417,242,-175
89415cb46afffff,89415cb4d5bffff,105.9035,21.0109,105.8249,21.0049,11,false,Mon,false,false,8186.2,13724.5,high,false,none,cloudy,2734,2993,259
89414369647ffff,89415cb687bffff,105.7818,21.0379,105.8467,20.9719,9,false,Thu,false,false,9962.2,12316.8,medium,false,none,clear,1461,1389,-72
89415cb4d47ffff,89415cb4987ffff,105.8175,21.0023,105.7991,21.0055,19,true,Thu,false,false,1942.9,2702.4,low,false,none,fog,266,556,290
89415cb5dc7ffff,89415cb46afffff,105.8598,21.0422,105.9035,21.0109,11,false,Mon,false,false,5717.1,6663.2,low,true,light,rain,498,775,277
89415cb4e3bffff,89415cb4987ffff,105.8417,21.0247,105.7991,21.0055,13,false,Sun,true,false,4910.3,5866.8,medium,false,none,fog,655,514,-141
89415cb4cd7ffff,8941436945bffff,105.846,20.998,105.783,21.0167,22,false,Tue,false,false,6862.3,11649.7,medium,false,none,cloudy,1426,1594,168
89415cb4e43ffff,89415cb4e3bffff,105.8522,21.0286,105.8417,21.0247,17,true,Mon,false,false,1172.9,1312.1,severe,false,none,cloudy,402,1138,736
89415cb4b97ffff,89415cb4ba3ffff,105.8067,21.0238,105.8005,21.0288,9,false,Fri,false,false,850.4,1029.9,high,false,none,cloudy,209,715,506
89415cb5dc7ffff,89414369617ffff,105.8598,21.0422,105.7787,21.0282,1,false,Mon,false,false,8559.7,11428.2,low,true,moderate,rain,901,1281,380
89415cb5db3ffff,894143682c3ffff,105.851,21.0359,105.7356,20.999,19,true,Fri,false,false,12661.5,20524.1,severe,false,none,clear,5559,6123,564
89415cb4d47ffff,89415ca640bffff,105.8175,21.0023,105.8127,21.0592,13,false,Mon,false,false,6346.6,11351.4,medium,true,very_heavy,storm,1266,1895,629
89414369617ffff,89415cb49afffff,105.7787,21.0282,105.7898,21.0093,17,true,Wed,false,false,2396.7,3074.3,low,false,none,clear,258,422,164
89415cb4e3bffff,89414369647ffff,105.8417,21.0247,105.7828,21.0367,16,false,Fri,false,false,6257,10333.9,low,false,none,clear,921,668,-253
89415cb4b97ffff,89415cb4d47ffff,105.8067,21.0238,105.8175,21.0023,19,true,Fri,false,false,2640.5,3622.5,high,false,none,cloudy,738,1310,572
89415ca640bffff,89415cb4b97ffff,105.8127,21.0592,105.8067,21.0238,10,false,Wed,false,true,3985.2,5014.6,low,false,none,clear,418,461,43
89415cb46afffff,89415cb4e43ffff,105.9035,21.0109,105.8522,21.0286,19,true,Sat,true,false,5676.8,8439.3,high,false,none,clear,1415,2332,917
89414369647ffff,89415cb4a47ffff,105.7828,21.0367,105.833,21.046,7,true,Tue,false,false,5311.4,6094.6,severe,false,none,clear,2183,3290,1107
89415cb4d5bffff,89414369647ffff,105.8249,21.0049,105.7828,21.0367,11,false,Mon,false,false,5621.2,8166.5,medium,false,none,clear,863,880,17
89415ca640bffff,89415cb4e43ffff,105.8127,21.0592,105.8522,21.0286,18,true,Sat,true,false,5327.4,6171.4,high,false,none,fog,982,1643,661
89415cb4d5bffff,89414369617ffff,105.8249,21.0049,105.7787,21.0282,8,true,Thu,false,true,5450.6,9287.4,low,true,light,rain,773,1647,874
89415ca640bffff,89414368657ffff,105.8127,21.0592,105.747,20.9881,17,true,Fri,false,false,10440.6,12108.1,medium,true,moderate,rain,1554,2066,512
89415cb4cd7ffff,89415cb4b97ffff,105.846,20.998,105.8067,21.0238,4,false,Wed,false,false,4987.2,6758,low,false,none,cloudy,616,548,-68
89415cb687bffff,89415cb5dc7ffff,105.8467,20.9719,105.8598,21.0422,15,false,Fri,false,true,7934.4,9958.5,low,false,none,cloudy,811,444,-367
89415cb4987ffff,89415cb4e3bffff,105.7991,21.0055,105.8417,21.0247,22,false,Sun,true,false,4910.3,6190.9,low,true,light,rain,575,575,0
89415cb46afffff,89415cb4193ffff,105.9035,21.0109,105.868,20.9946,13,false,Thu,false,false,4106.8,5646.6,high,true,heavy,storm,821,1742,921
89415cb4193ffff,89415cb49afffff,105.868,20.9946,105.7898,21.0093,15,false,Sun,true,true,8280.7,12128.7,high,true,light,rain,2414,3155,741
89415cb4b0fffff,89415cb49afffff,105.8037,21.0372,105.7898,21.0093,6,false,Thu,false,false,3421.4,4385.2,medium,false,none,clear,543,510,-33
89415cb49afffff,89415cb5db3ffff,105.7898,21.0093,105.851,21.0359,13,false,Sun,true,true,7007,10300.9,low,false,none,clear,783,1016,233
89415cb4193ffff,894143682c3ffff,105.868,20.9946,105.7356,20.999,8,true,Thu,false,false,13753.4,15545.2,medium,false,none,clear,2212,2464,252
89415cb5dc7ffff,89415cb4cd7ffff,105.8598,21.0422,105.846,20.998,16,false,Sun,true,false,5119.3,6761.1,high,false,none,clear,1196,1610,414
89415cb4e3bffff,89414369647ffff,105.8417,21.0247,105.7818,21.0379,16,false,Mon,false,false,6387.8,7107.3,severe,false,none,clear,1855,2845,990
89414369617ffff,89415cb4d47ffff,105.7787,21.0282,105.8175,21.0023,20,false,Fri,false,false,4951.2,5572,medium,false,none,clear,692,768,76
89415cb4ba3ffff,89415cb5db3ffff,105.8005,21.0288,105.851,21.0359,18,true,Mon,false,false,5300.4,8881.9,high,true,light,rain,1606,2209,603
89415cb49afffff,89415cb46afffff,105.7898,21.0093,105.9035,21.0109,8,true,Sun,true,false,11803.7,17654.7,high,false,none,cloudy,3348,3968,620
89414369617ffff,89415cb5dc7ffff,105.7787,21.0282,105.8598,21.0422,14,false,Sun,true,false,8559.7,11647.7,severe,true,moderate,rain,3424,4017,593
89415cb4e3bffff,8941436945bffff,105.8417,21.0247,105.783,21.0167,13,false,Tue,false,false,6157.4,7798.8,high,false,none,clear,1372,1742,370
89415cb5db3ffff,89414369647ffff,105.851,21.0359,105.7828,21.0367,9,false,Thu,false,false,7078.6,10215.7,low,false,none,cloudy,921,540,-381
89415cb49afffff,89415ca640bffff,105.7898,21.0093,105.8127,21.0592,12,false,Thu,false,false,6036.2,8304.2,low,false,none,clear,622,357,-265
89415cb4987ffff,89415cb687bffff,105.7991,21.0055,105.8467,20.9719,8,true,Sun,true,false,6195.1,7880.2,high,false,none,cloudy,1453,2135,682
89415cb4b97ffff,89415cb684bffff,105.8067,21.0238,105.8558,20.9732,1,false,Sat,true,false,7591.9,11418.3,low,false,none,clear,1050,990,-60
89415cb4d5bffff,89415cb49afffff,105.8249,21.0049,105.7898,21.0093,9,false,Tue,false,false,3676.2,4176.7,high,false,none,clear,764,1285,521
89415ca7123ffff,89415cb4d47ffff,105.8012,21.1188,105.8175,21.0023,14,false,Tue,false,false,13064.2,18901.9,low,false,none,cloudy,1599,1618,19
89415cb4a47ffff,89415ca7123ffff,105.833,21.046,105.8012,21.1188,21,false,Sun,true,false,8741.5,9666,high,false,none,cloudy,1439,1800,361
89415ca7123ffff,8941436945bffff,105.8012,21.1188,105.783,21.0167,7,true,Thu,false,false,11509,14981.9,medium,false,none,clear,1633,1600,-33
89415ca7123ffff,89415cb4a47ffff,105.8012,21.1188,105.833,21.046,20,false,Wed,false,false,8741.5,15160.2,low,false,none,cloudy,1235,1187,-48
89415cb46afffff,89415ca640bffff,105.9035,21.0109,105.8127,21.0592,18,true,Tue,false,false,10846.7,15112.5,high,true,moderate,rain,2660,3746,1086
89415cb4e43ffff,89415cb687bffff,105.8522,21.0286,105.8467,20.9719,11,false,Sun,true,true,6330.6,10570.6,severe,false,none,cloudy,3507,4519,1012
89414368657ffff,89415cb46afffff,105.747,20.9881,105.9035,21.0109,7,true,Sun,true,false,16442.9,23172.1,high,false,none,cloudy,3805,4289,484
89414369647ffff,89415cb4bc3ffff,105.7828,21.0367,105.814,21.0335,20,false,Wed,false,false,3257.6,3952.7,medium,false,none,fog,476,417,-59
89415cb4a47ffff,89415ca640bffff,105.833,21.046,105.8127,21.0592,21,false,Fri,false,false,2567.5,3083.1,high,true,light,rain,556,1407,851
